創世記 1 1| 源起頭上帝創造天kap地。
民數記 28 12| 為 ta̍k隻牛káng-á，tio̍h用調和油ê幼麵粉i-hoat十份ê三份，做素祭；為hit隻羊káng，也tio̍h用調和油ê幼麵粉i-hoat十份ê兩份，做素祭。
民數記 28 13| 為tio̍h ta̍k隻羊á tio̍h用調和油ê幼麵粉十份ê一份，做素祭，kap芳芳ê燒祭；是獻hō͘耶和華ê火祭。
民數記 28 14| 伊ê灌奠tio̍h用酒，為tio̍h一隻牛káng-á用半him，為tio̍h一隻羊káng用一him ê三份一，為tio̍h一隻羊á就用一him ê四份一；這是ta̍k月ê燒祭，一年ê中間，ta̍k月tio̍h án-ni。
民數記 28 15| Koh tio̍h用一隻山羊káng做贖罪祭，獻hō͘耶和華；tio̍h tī常常獻ê燒祭，kap伊ê灌奠，以外來獻伊。
民數記 28 16| 正月十四日是耶和華ê Pôaⁿ過節。
民數記 28 17| Chit月十五日是節筵；tio̍h食無酵餅七日久。
民數記 28 18| Tī伊ê頭一日tio̍h有聖會，lóng m̄-thang做勞動ê工。
民數記 28 19| 你tio̍h獻火祭做燒祭hō͘耶和華，就是牛káng-á兩隻，綿羊káng一隻，未滿年ê羊káng-á七隻；lín lóng tio̍h用無瑕疵ê。
民數記 28 20| In ê素祭，用調和油ê幼麵粉，為tio̍h一隻牛káng獻十份三，為tio̍h一隻羊káng獻十份兩。
民數記 28 21| 為tio̍h hit七隻羊á，ta̍k隻tio̍h獻十份一。
民數記 28 22| Koh獻一隻山羊káng做贖罪祭，kā lín贖罪。
民數記 28 23| Lín獻chiah-ê，tio̍h tī早起時ê燒祭，就是常常獻ê燒祭以外。
民數記 28 24| 連連七日久，ta̍k日照chit-ê例，用芳芳ê火祭ê食物，獻hō͘耶和華；tio̍h tī常常獻ê燒祭，kap伊ê灌奠，以外來獻。
民數記 28 25| 第七日lín tio̍h有聖會，lóng m̄-thang做甚麼勞動ê工5。
民數記 28 26| 七個七日節，起頭熟ê土產，lín獻新ê素祭hō͘耶和華ê日，tio̍h有聖會，lóng m̄-thang做勞動ê工。
民數記 28 27| Lín tio̍h獻芳芳ê燒祭hō͘耶和華，就是牛káng-á兩隻，綿羊káng-á一隻，未滿年ê羊káng-á七隻。
民數記 28 28| In ê素祭，用調和油ê幼麵粉，為tio̍h一隻牛káng獻十份三，為tio̍h一隻羊káng獻十份兩。
民數記 28 29| 為tio̍h hit七隻羊á，ta̍k-chiah tio̍h獻十份一。
民數記 28 30| Koh獻一隻山羊káng，kā lín贖罪。
民數記 28 31| Lín tio̍h獻chiah-ê，kap伊ê灌奠，tī常常獻ê燒祭kap伊ê素祭以外，lín lóng tio̍h用無瑕疵ê。
民數記 29 1| 七月初一lín tio̍h有聖會，lóng m̄-thang做勞動ê工；這是lín pûn哨角ê日。
民數記 29 2| Lín tio̍h獻芳芳ê燒祭hō͘耶和華，就是牛káng-á一隻，綿羊káng一隻，未滿年ê羊káng-á七隻，lóng tio̍h無瑕疵ê。
民數記 29 3| In ê素祭，用調和油ê幼麵粉，為tio̍h一隻牛káng獻i-hoat十份三，為tio̍h一隻羊káng獻十份兩。
民數記 29 4| 為tio̍h hit七隻羊á，ta̍k-chiah tio̍h獻十份一。
民數記 29 5| Koh獻一隻山羊káng做贖罪祭，kā lín贖罪。
民數記 29 6| Chiah-ê是ta̍k月初一ê燒祭，kap伊ê素祭，以及常常獻ê燒祭，kap in ê素祭，以及伊ê灌奠，各照伊ê例以外，lóng做芳芳ê火祭獻hō͘耶和華。
民數記 29 7| 七月初十日，lín tio̍h有聖會，tio̍h刻苦家己ê心，lóng m̄-thang做工。
民數記 29 8| Lín tio̍h獻芳芳ê燒祭hō͘耶和華，就是牛káng-á一隻，綿羊káng一隻，未滿年ê羊káng-á七隻，lóng tio̍h無瑕疵ê。
民數記 29 9| In ê素祭，用調和油ê幼麵粉，為tio̍h一隻牛káng獻十份三，為tio̍h一隻羊káng獻十份兩；
民數記 29 10| 為tio̍h hit七隻羊á，ta̍k隻tio̍h獻十份一。
民數記 29 11| Koh獻一隻山羊káng做贖罪祭；這是tī贖罪祭，kap常常獻ê燒祭，kap in ê素祭，以及in ê灌奠以外。
民數記 29 12| 七月十五日，lín tio̍h有聖會，lóng m̄-thang做勞動ê工；tio̍h七日久守節服事耶和華。
民數記 29 13| Lín tio̍h獻燒祭做芳芳ê火祭hō͘耶和華，就是細隻ê牛káng-á十三隻，綿羊káng兩隻，未滿年ê羊á十四隻，lóng tio̍h無瑕疵ê。
民數記 29 14| In ê素祭用調和油ê幼麵粉，為tio̍h chit十三隻牛káng，ta̍k隻牛káng獻十份三，為tio̍h兩隻綿羊káng，ta̍k隻綿羊káng獻十份兩，
民數記 29 15| 為tio̍h hit十四隻羊á，ta̍k隻羊á獻十份一。
民數記 29 16| 也獻一隻山羊káng做贖罪祭；這是tī常常獻ê燒祭，kap伊ê素祭，kap伊ê灌奠以外。
民數記 29 17| 第二日tio̍h獻細隻牛káng-á十二隻，綿羊káng兩隻，未滿年ê羊á十四隻，lóng tio̍h無瑕疵ê；
民數記 29 18| 也為tio̍h牛káng，羊káng，kap羊á，續獻伊ê素祭，伊ê灌奠，lóng照in ê數額，照hit-ê例；
民數記 29 19| 也獻一隻山羊káng做贖罪祭；這是tī常常獻ê燒祭，kap伊ê素祭，kap伊ê灌奠以外。
民數記 29 20| 第三日tio̍h獻牛káng-á十一隻，綿羊káng兩隻，未滿年ê羊á十四隻，lóng tio̍h無瑕疵ê；
民數記 29 21| 也為tio̍h牛káng，羊káng，kap羊á，續獻伊ê素祭，伊ê灌奠，lóng照in ê數額，照hit-ê例；
民數記 29 22| 也獻一隻山羊káng做贖罪祭；這是tī常常獻ê燒祭，kap伊ê素祭，kap伊ê灌奠以外。
民數記 29 23| 第四日tio̍h獻牛káng-á十隻，綿羊káng兩隻，未滿年ê羊á十四隻，lóng tio̍h無瑕疵ê；
民數記 29 24| 也為tio̍h牛káng，羊káng，kap羊á，續獻伊ê素祭，伊ê灌奠，lóng照in ê數額，照hit-ê例；
民數記 29 25| 也獻一隻山羊káng做贖罪祭；這是tī常常獻ê燒祭，kap伊ê素祭，kap伊ê灌奠以外。
民數記 29 26| 第五日tio̍h獻牛káng-á 九隻，綿羊káng兩隻，未滿年ê羊á十四隻，lóng tio̍h無瑕疵ê；
民數記 29 27| 也為tio̍h牛káng，羊káng，kap羊á，續獻伊ê素祭，伊ê灌奠，lóng照in ê數額，照hit-ê例；
民數記 29 28| 也獻一隻山羊káng做贖罪祭；這是tī常常獻ê燒祭，kap伊ê素祭，kap伊ê灌奠以外。
民數記 29 29| 第六日tio̍h獻牛káng-á八隻，綿羊káng兩隻，未滿年ê羊á十四隻，lóng tio̍h無瑕疵ê；
民數記 29 30| 也為tio̍h牛káng，羊káng，kap羊á，續獻伊ê素祭，伊ê灌奠，lóng照in ê數額，照hit-ê例；
民數記 29 31| 也獻一隻山羊káng做贖罪祭；這是tī常常獻ê燒祭，kap伊ê素祭，kap伊ê灌奠以外。
民數記 29 32| 第七日tio̍h獻牛káng-á七隻，綿羊káng兩隻，未滿年ê羊á十四隻，lóng tio̍h無瑕疵ê；
民數記 29 33| 也為tio̍h牛káng，羊káng，kap羊á，續獻伊ê素祭，伊ê灌奠，lóng照in ê數額，照hit-ê例；
民數記 29 34| 也獻一隻山羊káng做贖罪祭；這是tī常常獻ê燒祭kap伊ê素祭，kap伊ê灌奠以外。
民數記 29 35| 第八日lín tio̍h有嚴肅-hōe，lóng m̄-thang做勞動ê工。
民數記 29 36| Lín tio̍h獻燒祭做芳芳ê火祭hō͘耶和華，就是牛káng一隻，綿羊káng一隻，未滿年ê羊á七隻，無瑕疵ê；
民數記 29 37| 也為tio̍h牛káng，羊káng，kap羊á，續獻伊ê素祭，伊ê灌奠，lóng照in ê數額，照hit-ê例；
民數記 29 38| 也獻一隻公ê山羊做贖罪祭；這是tī常常獻ê燒祭kap伊ê素祭，kap伊ê灌奠以外。
民數記 29 39| Tī lín chiah-ê節期，tio̍h用chiah-ê獻hō͘耶和華，lóng tī所hē ê願，kap甘心所獻ê以外，做lín ê燒祭、素祭、灌奠，kap平安祭。
民數記 29 40| 耶和華所命令摩西ê，摩西就照án-ni lóng kā以色列人講。
民數記 30 1| 摩西吩咐以色列ta̍k支派ê頭人，kā in講：耶和華所命令ê是án-ni。
民數記 30 2| 人若對耶和華下願，á是chiù-chōa，用一個約家己約束，就m̄-thang吞食伊ê話，tio̍h照伊ê嘴所講出ê，一盡行伊。
民數記 30 3| Cha-bó͘-gín-á少年iáu tī老父ê家ê時，若對耶和華下願，用約來家己約束，
民數記 30 4| 伊ê老父聽見伊所hē ê願，kap約束家己ê約，伊ê老父若靜靜無chhap伊，伊所hē chiah-ê願的確成立，伊所家己約束ê約，也的確成立。
民數記 30 5| 總是老父聽見ê日，無允准伊，伊所hē chiah-ê願kap家己約束hiah-ê約，lóng無成立；耶和華也beh赦免伊，因為伊ê老父無允准。
民數記 30 6| 伊出嫁ê時，若已經有hē願，á是伊ê嘴隨便講出約束家己ê話tī伊ê身上；
民數記 30 7| 伊ê丈夫若聽見，也tī聽見ê日靜靜無chhap伊，就伊所hē chiah-ê願，的確成立；伊家己約束ê約，也的確成立。
民數記 30 8| 總是伊ê丈夫聽見ê日，無允准伊，就廢無伊所hē ê願，kap伊ê嘴隨便講出約束家己ê話，耶和華也beh赦免伊。
民數記 30 9| 守寡婦人人，á是受離出ê婦人人，所hē ê願，kap伊家己約束ê話，lóng beh成立tī伊ê身上。
民數記 30 10| 婦人人若tī丈夫ê厝hē願，á是chiù-chōa，用約來約束家己，
民數記 30 11| 丈夫聽見，靜靜無chhap伊，也無m̄允准，伊所hē chiah-ê願lóng beh成立，也伊約束家己ê約也beh成立。
民數記 30 12| 總是丈夫聽見ê日，若kā伊廢無，見若伊ê嘴所出ê，或是所hē ê願，á是家己約ê，就lóng bōe成立；因為伊ê丈夫已經廢無伊；耶和華也beh赦免伊。
民數記 30 13| 見若所hē ê願，kap約束ê chiù-chōa，來刻苦家己，伊ê丈夫thang成立伊，伊ê丈夫也thang廢無伊。
民數記 30 14| 總是伊ê丈夫日日靜靜無chhap伊，就成立伊所hē hiah-ê願，kap約束伊ê話，因為伊ê丈夫聽見ê日靜靜無chhap伊，伊就成立伊。
民數記 30 15| 總是丈夫聽見了後廢無伊，就伊tio̍h擔當婦人人ê罪。
民數記 30 16| Chiah-ê是耶和華所命令摩西ê，論起丈夫對tī婦人人，老父對tī少年ê cha-bó͘-kiáⁿ tòa tī家內ê規例。
民數記 31 1| 耶和華吩咐摩西講：
民數記 31 2| 你tio̍h攻擊米甸人，替以色列人報仇；後來你beh tò祖。
民數記 31 3| 摩西吩咐百姓講：Tio̍h tùi lín中間備辦人帶ke-si出去攻擊米甸，thang tī米甸人ê身上為耶和華報仇。
民數記 31 4| Tio̍h tùi以色列眾支派ê中間，ta̍k支派tio̍h差一千人去交戰。
民數記 31 5| 就tùi以色列chiah-ê族中，ta̍k支派出一千人，共一萬兩千人，帶ke-si備辦交戰。
民數記 31 6| 摩西就差每支派一千人去交戰；in kap祭司Í-lī-a-sat ê kiáⁿ Hui-nî-hap去交戰；Hui-nî-hap手the̍h聖所ê器具，kap pûn大聲ê號頭。
民數記 31 7| In照耶和華所命令摩西ê，kap米甸人交戰；一盡thâi死in ê ta-po͘丁。
民數記 31 8| Tī所thâi死ê人ê中間，也thâi死米甸chiah-ê王，就是Í-bí、Lī-kim、So͘-jíⁿ、Hō͘-jíⁿ、Lī-pa、米甸五個王；koh用刀thâi死Pí-jíⁿ ê kiáⁿ Pa-lân。
民數記 31 9| 以色列人掠米甸ê婦人人，kap in ê gín-á，也將in一切ê cheng-siⁿ，一切羊群，kap一切ê財物lóng搶來，做搶物。
民數記 31 10| Koh用火燒in所khiā起ê地，hiah-ê城，kap in所有ê營盤；
民數記 31 11| 將一切所搶ê，所掠ê，人kap cheng-siⁿ，lóng帶來。
民數記 31 12| 將所掠ê人，以及所搶所the̍h ê物，lóng帶到Mô͘-ap ê平洋，tī約旦河邊，kap耶利哥相對ê營盤，交hō͘摩西，kap祭司Í-lī-a-sat，kap以色列ê會眾。
民數記 31 13| 摩西kap祭司Í-lī-a-sat kap會眾lóng總ê首領，出去營外迎接in。
民數記 31 14| 摩西受氣hiah-ê tùi交戰tò來ê軍長，千總，百總。
民數記 31 15| 摩西對in講，Lín留 chiah-ê婦女iáu活teh mah？
民數記 31 16| 看ah，in thàn Pa-lân ê計謀，hō͘以色列人tī Pí-jíⁿ ê事得罪耶和華，致到耶和華ê會眾tú-tio̍h瘟疫。
民數記 31 17| Taⁿ tio̍h thâi死細kiáⁿ中lóng總ê ta-po͘-gín-á，也thâi死hiah-ê已經kap ta-po͘人同房ê婦人人。
民數記 31 18| 總是hiah-ê未kap ta-po͘人同房ê cha-bó͘-gín-á，lín thang為家己留in ê活命。
民數記 31 19| Lín tio̍h紮營tī營外七日久；見若thâi人ê，見若摸tio̍h受thâi-ê，tio̍h tī 第三日，第七日清氣家己，也tio̍h清氣lín所掠來ê人。
民數記 31 20| 論到所有ê衣服，á是皮做ê，á是山羊毛織ê，á是柴做ê物，lóng tio̍h清氣伊。
民數記 31 21| 祭司Í-lī-a-sat對交戰tò來ê軍隊講：耶和華所命令摩西律法ê條例就是án-ni；
民數記 31 22| 總是金、銀、銅、鐵、錫、鉛，
民數記 31 23| 見若能擋得火ê物，lín tio̍h hō͘伊經過火，就成做清氣；總是tio̍h koh用除去污穢ê水清氣伊；見若bōe擋得火ê物，lín tio̍h hō͘伊經過水。
民數記 31 24| 第七日tio̍h洗lín ê衫，lín就清氣；chiah thang入營。
民數記 31 25| 耶和華吩咐摩西講：
民數記 31 26| 你kap祭司Í-lī-a-sat，kap會眾chiah-ê族長，tio̍h算所搶掠ê，無論人kap cheng-siⁿ ê數額。
民數記 31 27| 所搶來ê tio̍h分做兩份，一份hō͘出去交戰ê精兵，一份hō͘全會ê眾人。
民數記 31 28| Tio̍h tùi出戰ê兵丁抽物來進貢耶和華；見若人、牛、驢、羊群，每五百抽一。
民數記 31 29| 對in hit半ê中間，tio̍h抽出伊來hō͘祭司Í-lī-a-sat，做舉祭hō͘耶和華。
民數記 31 30| Tùi以色列人hit一半ê中間，就是tùi人、牛、驢、羊群，lóng總ê cheng-siⁿ，每五十抽一，交hō͘顧守耶和華會幕ê責成ê利未人。
民數記 31 31| 摩西就kap祭司Í-lī-a-sat，照耶和華所命令摩西ê來行。
民數記 31 32| 所搶ê物，就是兵丁所搶用鎗ê，羊，六十七萬五千隻；
民數記 31 33| 牛，七萬兩千隻；
民數記 31 34| 驢，六萬一千隻；
民數記 31 35| 人，三萬兩千，就是m̄-bat kap ta-po͘人同房ê cha-bó͘-gín-á。
民數記 31 36| 出去交戰ê人ê份額，就是in所得tio̍h ê hit半，共有羊，三十三萬七千五百隻。
民數記 31 37| 對in中間抽來進貢耶和華ê 羊，六百七十五隻。
民數記 31 38| 牛，三萬六千隻；對in中間抽來進貢耶和華ê，七十二隻。
民數記 31 39| 驢，三萬連五百隻；tùi hit中間抽來進貢耶和華ê，是六十一隻。
民數記 31 40| 人一萬六千；tùi hit中間抽來進貢耶和華ê，是三十二個。
民數記 31 41| 摩西將進貢 ê物，就是歸hō͘耶和華ê舉祭，交hō͘祭司Í-lī-a-sat；是照耶和華所命令摩西ê。
民數記 31 42| 以色列人所得tio̍h hit一半，就是摩西tùi交戰ê人分來hō͘ in ê，
民數記 31 43| (會眾hit一半有羊，三十三萬七千五百隻；
民數記 31 44| 牛，三萬六千隻；
民數記 31 45| 驢，三萬連五百隻；
民數記 31 46| 人，一萬六千個，)
民數記 31 47| tùi以色列人ê一半，無論是人，是cheng-siⁿ，摩西每五十抽一，交hō͘顧守耶和華會幕ê責成ê利未人；是照耶和華所命令摩西ê。
民數記 31 48| 管理軍隊chiah-ê官，就是千總百總，lóng來就近摩西，
民數記 31 49| 對摩西講：奴僕所管ê兵，已經點算總額，阮中間無減少一人。
民數記 31 50| Taⁿ阮將ta̍k人所得tio̍h ê金器、鍊á、手環，phah印á ê手指、耳鉤，蓋頷頸ê 珠鍊á，lóng 帶來做禮物獻hō͘耶和華，thang tī耶和華ê面前，為tio̍h阮本身贖罪。
民數記 31 51| 摩西kap祭司Í-lī-a-sat，就收in ê金，就是ta̍k樣phah好ê手飾。
民數記 31 52| 千總百總所獻hō͘耶和華ê金，共有一萬六千七百五十sià-khek-le̍k。
民數記 31 53| 因為ta̍k-ê兵丁lóng有為tio̍h家己搶財物。
民數記 31 54| 摩西kap祭司Í-lī-a-sat收千總百總ê金，就帶入會幕，tī耶和華ê面前做以色列人ê記念。
民數記 32 1| Liû-piān ê kiáⁿ孫，kap Ka-tek ê kiáⁿ孫，in ê cheng-siⁿ極其chōe；in看見Ngá-siā ê地，kap Ki-lia̍t ê地，是thang飼cheng-siⁿ ê所在。
民數記 32 2| Ka-tek ê kiáⁿ孫，kap Liû-piān ê kiáⁿ孫，就來見摩西，kap祭司Í-lī-a-sat，以及會眾ê首領，kā in講：
民數記 32 3| A-tāi-lio̍k、Tí-pún、Ngá-siā、Lêng-la̍h、Hi-si̍t-pún、Í-lī-a-lī，Sī-pan、Nî-pho、Pí-ún，
民數記 32 4| 就是耶和華tī以色列會眾ê面前所攻取ê地，是thang飼cheng-siⁿ ê地，你ê奴僕也有cheng-siⁿ。
民數記 32 5| Koh講：阮若得tio̍h恩典tī你ê面前，求你用chit-ê地hō͘你ê奴僕做業，莫得chhōa阮過約旦河。
民數記 32 6| 摩西對Ka-tek ê kiáⁿ孫kap Liû-piān ê kiáⁿ孫講：總無lín ê兄弟去爭戰，也lín坐tī-chia mah？
民數記 32 7| Lín啥事hō͘以色列人餒志，無ài過去入耶和華所賞賜in hit-ê地ah？
民數記 32 8| 我前tùi Ka-te-su Pa-nî-a差lín ê老父去偷看hit-ê地，in也是án-ni行。
民數記 32 9| 因為in上去Í-si̍t-kok ê山谷，去看hit-ê地ê時，有hō͘以色列人餒志，m̄ ài入耶和華所賞賜in ê地。
民數記 32 10| 當日耶和華ê受氣發出，就chiù-chōa講：
民數記 32 11| 見若tùi埃及上來二十歲以上ê人，決斷bōe得tio̍h看見我對亞伯拉罕、以撒、雅各，chiù-chōa應允ê地；因為in無專心跟tè我。
民數記 32 12| 獨獨Ki-nî-sé族，Iâ-hu-nî ê kiáⁿ迦勒，kap Lùn ê kiáⁿ約書亞，thang看見，因為in專心tè耶和華。
民數記 32 13| 耶和華對以色列人發受氣，hō͘ in tī曠野漂流四十年，thèng候hit代行pháiⁿ tī耶和華面前ê人lóng消滅。
民數記 32 14| 看ah，lín起來續接lín ê老父，加添罪人ê數額，hō͘耶和華益發受氣以色列。
民數記 32 15| Lín若oat-倒tńg無tè伊，伊beh koh放sak in tī曠野，lín就是滅無chiah-ê眾百姓。
民數記 32 16| In óa近摩西講：阮beh tī-chia為阮ê cheng-siⁿ chhòng寮(tiâu)，為阮ê gín-á 起城；
民數記 32 17| 總是阮本身beh帶軍去，行tī以色列人ê頭前，thèng候阮chhōa in到in ê地方；獨獨阮ê gín-ná，因為chit-ê地khiā起ê百姓ê緣故，beh tiàm tī堅固ê城內。
民數記 32 18| 阮m̄ tò去阮厝，thèng候以色列人ta̍k-ê得tio̍h伊ê業。
民數記 32 19| 阮無beh kap in tī約旦河hit-pêng koh去ê地得tio̍h業；因為阮ê業是在tī約旦河東勢chit-pêng。
民數記 32 20| 摩西對in講，Lín若beh án-ni行，tī耶和華ê面前帶軍去出去交戰；
民數記 32 21| lín所有帶軍去ê人，若tī耶和華ê面前過約旦河，thèng候伊tùi伊ê面前趕出伊ê對敵；
民數記 32 22| hit-ê地已經hō͘耶和華khah贏，然後lín thang tò來；tī耶和華kap以色列ê面前，lín就無罪，chit-ê地beh tī耶和華ê面前hō͘ lín做業。
民數記 32 23| 設使lín無án-ni行，就是得罪耶和華，tio̍h知lín ê罪beh追jip lín。
民數記 32 24| Taⁿ tio̍h kā lín ê gín-ná 起城，kā lín ê羊群chhòng寮，照lín ê嘴所講ê，去行。
民數記 32 25| Ka-tek ê kiáⁿ孫kap Liû-piān ê kiáⁿ孫對摩西講：你ê奴僕beh照我ê主所吩咐ê去行。
民數記 32 26| 阮ê gín-á，阮ê bó͘，阮ê羊群，阮ê cheng-siⁿ，lóng beh留tī Ki-lia̍t chiah-ê城。
民數記 32 27| 總是你ê奴僕，見若帶軍器ê，lóng beh照我ê主所講ê話，tī耶和華ê面前過去交戰。
民數記 32 28| 摩西就為tio̍h in吩咐祭司Í-lī-a-sat，kap Lùn ê kiáⁿ約書亞，kap以色列眾支派ê族長。
民數記 32 29| 摩西對in講，Ka-tek ê kiáⁿ孫kap Liû-piān ê kiáⁿ孫，若kap lín過約旦河，ta̍k人kia̍h ke-si tī耶和華ê面前去交戰，hit-ê地hō͘ lín khah贏，lín就tio̍h用Ki-lia̍t地hō͘ in做業。
